SYMBOL,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
IDFC,52.2,52.6,51.35,51.75,51.8,52,2385375,123450349.55,16-FEB-2018,4789,INE043D01016
IDFCBANK,53.65,53.75,52.4,53.1,53.15,53.25,10752129,569472957.85,16-FEB-2018,19457,INE092T01019
IGL,305.5,306.9,294,295.05,298.95,304.2,1786150,532172988.9,16-FEB-2018,14706,INE203G01027
INDIACEM,157.3,159.6,155.05,156.3,155.85,155.6,2537058,398442037.15,16-FEB-2018,16758,INE383A01012
INDIANB,345.35,350,335.2,336.95,336.1,345.35,860437,293252943.85,16-FEB-2018,12400,INE562A01011
INDIGO,1261.5,1279,1255.05,1264.65,1267,1262,476654,604037288.3,16-FEB-2018,18179,INE646L01027
INDUSINDBK,1694,1696.75,1650,1658.9,1651.1,1686.15,1088167,1827477210.4,16-FEB-2018,35383,INE095A01012
INFIBEAM,162.9,163.7,159.05,160.4,160.25,161.6,3338767,537427535.2,16-FEB-2018,10584,INE483S01020
INFRATEL,334.4,334.4,322.55,327.55,328.5,331.05,2397216,785748603.25,16-FEB-2018,47207,INE121J01017
INFY,1125,1141.65,1118.1,1128.05,1124.65,1114.45,4944611,5579126434.35,16-FEB-2018,108882,INE009A01021
IOC,378,379.5,374.5,375.05,375,376.8,2501186,942609607.9,16-FEB-2018,55848,INE242A01010
IRB,229.9,232.4,225.35,229.95,229,227.8,2007597,459403640.8,16-FEB-2018,18315,INE821I01014
ITC,269.85,270.75,265.6,266.45,266.15,268.1,6164187,1649122893.65,16-FEB-2018,44559,INE154A01025
IBULHSGFIN,1281.9,1281.9,1226.55,1251.05,1251.1,1272.35,1132793,1413130849.75,19-FEB-2018,52737,INE148I01020
ICICIBANK,329.5,329.6,315.2,319.75,320.2,321.05,19044107,6095538242.3,19-FEB-2018,129597,INE090A01021
ICICIPRULI,406,408.6,399.05,403.35,404.55,402.2,778215,314155374.45,19-FEB-2018,23359,INE726G01019
IDBI,62.3,64.6,60.7,63.95,63.6,61.8,14326891,900433021.9,19-FEB-2018,32592,INE008A01015
IDEA,82.55,82.95,80.75,82.5,82.6,82.05,6915524,567629142.25,19-FEB-2018,22313,INE669E01016
IDFC,52,52.7,51.3,52.45,52.4,51.75,5454967,284728831.45,19-FEB-2018,10889,INE043D01016
IDFCBANK,53.2,53.2,51.85,52.25,52.65,53.1,6391763,334502543.6,19-FEB-2018,14862,INE092T01019
IGL,298.65,298.75,291.25,294.75,295.55,295.05,878604,259201270.15,19-FEB-2018,14215,INE203G01027
INDIACEM,157,161.3,155.25,160,160,156.3,4833838,767321083.35,19-FEB-2018,36848,INE383A01012
INDIANB,330,337,309.5,315.35,313.5,336.95,2986100,953120469.95,19-FEB-2018,29813,INE562A01011
INDIGO,1278,1295.95,1260.75,1282.65,1282,1264.65,731518,936382792.4,19-FEB-2018,30502,INE646L01027
INDUSINDBK,1657.8,1657.8,1616,1630.45,1637,1658.9,1151645,1880346800.95,19-FEB-2018,46042,INE095A01012
INFIBEAM,161.65,162,158.5,160.35,160.4,160.4,3668346,586753232.05,19-FEB-2018,11030,INE483S01020
INFRATEL,330.85,333.4,325.1,329.85,331.85,327.55,2593948,854789925.25,19-FEB-2018,54614,INE121J01017
INFY,1128.4,1136,1120.3,1131.75,1134.2,1128.05,3230920,3648227633.25,19-FEB-2018,83364,INE009A01021
IOC,376,376.9,367.1,369.65,369.3,375.05,2490995,923375490,19-FEB-2018,38970,INE242A01010
IRB,229.95,229.95,222.05,225.65,225.4,229.95,1043653,235544789.45,19-FEB-2018,8070,INE821I01014
ITC,266,267.8,262.5,264.1,263.6,266.45,6069585,1607283146.05,19-FEB-2018,65593,INE154A01025
IBULHSGFIN,1258,1274,1233,1237.45,1235.35,1251.05,1365926,1699537186.7,20-FEB-2018,57764,INE148I01020
ICICIBANK,320.5,324.2,316.3,317.25,316.9,319.75,16030558,5115246435.15,20-FEB-2018,101035,INE090A01021
ICICIPRULI,407,407.7,400.05,402.3,404.5,403.35,536212,216075452.5,20-FEB-2018,25592,INE726G01019
IDBI,63.85,67.3,63.05,66.45,66.4,63.95,11346273,741449638.35,20-FEB-2018,34218,INE008A01015
IDEA,83,84.6,82.5,84,84.1,82.5,7380590,618114153.45,20-FEB-2018,34994,INE669E01016
IDFC,52.55,53.35,51.9,52.5,52.75,52.45,3760834,197487215.95,20-FEB-2018,7272,INE043D01016
IDFCBANK,52.7,52.9,52.1,52.2,52.25,52.25,3366449,176698981,20-FEB-2018,14366,INE092T01019
IGL,294.1,299.8,290.65,296.85,296.8,294.75,1251781,370988757.05,20-FEB-2018,39994,INE203G01027
INDIACEM,160.2,161.9,157.2,158.55,158.45,160,3319160,527903130.7,20-FEB-2018,29751,INE383A01012
INDIANB,310,329.9,304.6,327.7,326.75,315.35,2598980,832333204.4,20-FEB-2018,42402,INE562A01011
INDIGO,1294,1294,1261.25,1265.15,1263,1282.65,517034,657399940.75,20-FEB-2018,22819,INE646L01027
INDUSINDBK,1632.05,1649.05,1618.3,1622.7,1626,1630.45,859058,1404008232.8,20-FEB-2018,38260,INE095A01012
INFIBEAM,161,161.75,158.75,159.3,158.75,160.35,3084999,495347339.15,20-FEB-2018,20807,INE483S01020
INFRATEL,332,335.75,322.7,334,334.45,329.85,2348949,775749609.1,20-FEB-2018,60714,INE121J01017
INFY,1103.75,1149.5,1103.75,1136.95,1135,1131.75,3594297,4101611224.8,20-FEB-2018,97878,INE009A01021
IOC,370,371.25,365.6,366.6,366,369.65,1803682,664612014.85,20-FEB-2018,23659,INE242A01010
IRB,224.1,226.35,221.4,222.3,221.4,225.65,816051,182219544.9,20-FEB-2018,12377,INE821I01014
ITC,264,265.8,262.15,263.25,263.85,264.1,9301017,2452224762.5,20-FEB-2018,60656,INE154A01025
IBULHSGFIN,1247.6,1250.65,1227.85,1244.05,1250,1237.45,1194393,1481458496.9,21-FEB-2018,73555,INE148I01020
ICICIBANK,319,320.7,315.7,319.2,318.75,317.25,9974873,3175413581.95,21-FEB-2018,76935,INE090A01021
ICICIPRULI,404,410.9,401.65,409.05,410.5,402.3,492741,200068352.9,21-FEB-2018,11350,INE726G01019
IDBI,67.25,71.2,65.45,70.3,70.65,66.45,19509732,1337592334.05,21-FEB-2018,52241,INE008A01015
IDEA,84.7,84.7,82.75,83.1,83.15,84,7065196,591139252.35,21-FEB-2018,25708,INE669E01016
IDFC,52.85,52.85,52.1,52.5,52.3,52.5,2396417,125559905.85,21-FEB-2018,4287,INE043D01016
IDFCBANK,52.8,52.8,52,52.35,52.2,52.2,3520590,184143840.2,21-FEB-2018,11386,INE092T01019
IGL,300.95,301.55,292.05,293.9,293.55,296.85,1954906,579242474.85,21-FEB-2018,29287,INE203G01027
INDIACEM,159.55,160.2,156.65,158,157.75,158.55,2761947,436276069.15,21-FEB-2018,26223,INE383A01012
INDIANB,331,332.7,316.5,326.45,326,327.7,1961660,634021680.85,21-FEB-2018,25498,INE562A01011
INDIGO,1274,1286,1261.05,1274,1270,1265.15,592221,753259525.8,21-FEB-2018,27872,INE646L01027
INDUSINDBK,1636,1636,1590,1594.25,1597,1622.7,1425276,2287904519.4,21-FEB-2018,56743,INE095A01012
INFIBEAM,159.3,160.8,158.6,159.35,158.95,159.3,3126464,499253675.1,21-FEB-2018,13412,INE483S01020
INFRATEL,334.9,339.5,332.5,338.05,338.5,334,2192907,738118806.55,21-FEB-2018,72809,INE121J01017
INFY,1147.5,1151.9,1140,1147.4,1145,1136.95,6885679,7897738207.2,21-FEB-2018,169230,INE009A01021
IOC,368.6,371.8,362.5,368.5,368.85,366.6,4396885,1609943925.2,21-FEB-2018,53054,INE242A01010
IRB,223.1,224.5,217.75,221.55,224.25,222.3,1174499,260138209.7,21-FEB-2018,11441,INE821I01014
ITC,264,268.95,263.45,268.2,268.05,263.25,10555155,2820630713.1,21-FEB-2018,81624,INE154A01025
IBULHSGFIN,1235.1,1272.55,1233.25,1267.4,1265.65,1244.05,2802709,3537274378.55,22-FEB-2018,99101,INE148I01020
ICICIBANK,317,319.3,313.95,318.35,319,319.2,25530698,8112180575.3,22-FEB-2018,124638,INE090A01021
ICICIPRULI,408,408.55,399.6,400.8,401.6,409.05,554295,223410441.85,22-FEB-2018,25070,INE726G01019
IDBI,70.05,74.9,69.6,74.1,73.45,70.3,42781210,3103454822.95,22-FEB-2018,97733,INE008A01015
IDEA,83,83.15,80.65,81.2,81.25,83.1,10107902,825927706.8,22-FEB-2018,37121,INE669E01016
IDFC,52.2,52.75,51.35,51.6,51.8,52.5,9455616,489272473.7,22-FEB-2018,19118,INE043D01016
IDFCBANK,52.2,52.2,51.2,51.4,51.25,52.35,10329078,532357093.95,22-FEB-2018,17489,INE092T01019
IGL,293,295,290.1,291.7,292.8,293.9,1649233,481930125.65,22-FEB-2018,19563,INE203G01027
INDIACEM,158.05,158.25,154.1,155.1,155,158,4674639,726428728.6,22-FEB-2018,27177,INE383A01012
INDIANB,324,329,318,319.5,318,326.45,1686698,543273683.65,22-FEB-2018,31699,INE562A01011
INDIGO,1260,1288.9,1255.6,1275.45,1274.9,1274,663776,845409904.8,22-FEB-2018,34927,INE646L01027
INDUSINDBK,1593,1631,1586.2,1623.5,1626,1594.25,2073919,3350488172.95,22-FEB-2018,59422,INE095A01012
INFIBEAM,159,160.9,156.6,157.3,157.35,159.35,4997455,794368349.25,22-FEB-2018,10236,INE483S01020
INFRATEL,335,338.05,330,333.85,332.4,338.05,8407719,2795404926.4,22-FEB-2018,83640,INE121J01017
INFY,1145.55,1164,1140.45,1160.75,1159,1147.4,8929987,10333995037.1,22-FEB-2018,151810,INE009A01021
IOC,367.35,367.35,360.65,363.2,363.8,368.5,10219350,3715721577.6,22-FEB-2018,63816,INE242A01010
IRB,222.3,222.7,215.55,217.05,216.3,221.55,1531919,335388313.7,22-FEB-2018,11455,INE821I01014
ITC,267.2,269,265.45,267.1,267.05,268.2,19118686,5107418306.2,22-FEB-2018,84590,INE154A01025
IBULHSGFIN,1280,1293,1271,1283.65,1281.4,1267.4,1179582,1512939134.15,23-FEB-2018,49509,INE148I01020
ICICIBANK,319.05,324.05,318.35,322.75,323.85,318.35,7949765,2555689943.25,23-FEB-2018,79074,INE090A01021
ICICIPRULI,404,409.75,402.2,408.5,408.15,400.8,536937,218385135.35,23-FEB-2018,13869,INE726G01019
IDBI,73.1,77.5,73.1,77.15,76.85,74.1,29336696,2226339506.35,23-FEB-2018,70110,INE008A01015
IDEA,81.6,82.5,81.15,82.15,82.05,81.2,8054441,659219259.75,23-FEB-2018,20358,INE669E01016
IDFC,51.75,53.3,51.75,53,53.25,51.6,2745351,144547933.1,23-FEB-2018,7686,INE043D01016
IDFCBANK,51.65,52.05,51.45,51.95,52,51.4,4621871,239810848.45,23-FEB-2018,17731,INE092T01019
IGL,292,301,292,295.5,296,291.7,2122103,629723049.5,23-FEB-2018,22172,INE203G01027
INDIACEM,155.3,158.8,155.2,158.05,158.05,155.1,2893309,454221136.65,23-FEB-2018,18328,INE383A01012
INDIANB,322,324.95,316.45,318,318,319.5,1260148,404209676.15,23-FEB-2018,23505,INE562A01011
INDIGO,1275.05,1292,1265,1285,1290,1275.45,642218,823707486.55,23-FEB-2018,57187,INE646L01027
INDUSINDBK,1623.5,1647.85,1619,1643.5,1647.85,1623.5,616552,1009792127.35,23-FEB-2018,42012,INE095A01012
INFIBEAM,157.8,161.85,157.25,160.65,160.2,157.3,3190087,510300550.6,23-FEB-2018,13909,INE483S01020
INFRATEL,332.1,344.4,330.05,340.4,340.2,333.85,3108532,1051088470.5,23-FEB-2018,82127,INE121J01017
INFY,1163.5,1166,1146.75,1155.65,1154.4,1160.75,4729914,5477635155.05,23-FEB-2018,128746,INE009A01021
IOC,363,369.4,362.5,368.4,368.1,363.2,2608100,956863728.3,23-FEB-2018,36078,INE242A01010
IRB,217.5,229.5,217.15,227.25,227.3,217.05,1014568,228092321.95,23-FEB-2018,9149,INE821I01014
ITC,267.45,270,266.1,269.05,268.7,267.1,6529253,1753964423.7,23-FEB-2018,84763,INE154A01025
IBULHSGFIN,1299.95,1299.95,1284,1294.35,1291,1283.65,1284219,1659769425.4,26-FEB-2018,45644,INE148I01020
ICICIBANK,325,327.8,323.15,327.05,326.15,322.75,7133735,2323490692.9,26-FEB-2018,76839,INE090A01021
ICICIPRULI,410,416.35,408.65,415.4,414.9,408.5,769152,318360947.95,26-FEB-2018,15527,INE726G01019
IDBI,77,83.7,76.2,78.95,78.4,77.15,55707787,4508762743.35,26-FEB-2018,140729,INE008A01015
IDEA,82.6,83.5,81.85,82.35,82.4,82.15,9446205,779321603.95,26-FEB-2018,25848,INE669E01016
IDFC,53.4,53.95,52.85,53.4,53.45,53,4312482,230301077.2,26-FEB-2018,10104,INE043D01016
IDFCBANK,52.35,52.85,51.8,52.3,52.3,51.95,4829046,252543469.85,26-FEB-2018,16277,INE092T01019
IGL,298.8,298.8,291.65,297,297,295.5,1789481,528903479.8,26-FEB-2018,32025,INE203G01027
INDIACEM,159.7,162.7,158.4,160.5,160.85,158.05,2833669,455927646.05,26-FEB-2018,16185,INE383A01012
INDIANB,320.55,326.5,311.75,324.1,324,318,1405766,448444978.75,26-FEB-2018,25903,INE562A01011
INDIGO,1298,1352.4,1290.05,1337.95,1335.05,1285,1796314,2404655794.85,26-FEB-2018,73798,INE646L01027
INDUSINDBK,1648,1700,1648,1691.3,1691.35,1643.5,1023854,1724674445.65,26-FEB-2018,60451,INE095A01012
INFIBEAM,161.75,162.1,160.15,161.3,161.7,160.65,3389578,545420568.4,26-FEB-2018,10344,INE483S01020
INFRATEL,344.75,348,335.9,344.45,344.55,340.4,11037220,3801283497.3,26-FEB-2018,63063,INE121J01017
INFY,1151,1155.05,1134.35,1138.6,1139.95,1155.65,2541804,2904793409.75,26-FEB-2018,76083,INE009A01021
IOC,371.15,381.8,370.1,376.7,377,368.4,3474466,1308911339.95,26-FEB-2018,54341,INE242A01010
IRB,227.5,230.45,225.8,226.9,226.35,227.25,729215,166136905.5,26-FEB-2018,6089,INE821I01014
ITC,268.55,269.5,266,266.55,266.05,269.05,8378818,2242452601.7,26-FEB-2018,73749,INE154A01025
IBULHSGFIN,1307,1307.25,1270.45,1279.75,1280.6,1294.35,1142949,1466252690.7,27-FEB-2018,39563,INE148I01020
ICICIBANK,327,327.05,319.65,322.15,322.9,327.05,9623651,3101427842.2,27-FEB-2018,109005,INE090A01021
ICICIPRULI,415.95,415.95,409.2,413.75,414.5,415.4,384665,158592047.65,27-FEB-2018,14002,INE726G01019
IDBI,78.5,79.9,72.2,73.5,74.3,78.95,31884586,2409816626.6,27-FEB-2018,79987,INE008A01015
IDEA,82.75,85.25,82.75,84.3,84.3,82.35,20718134,1749151835.7,27-FEB-2018,67954,INE669E01016
IDFC,53.65,53.65,52.25,52.45,52.35,53.4,2203949,116261224.2,27-FEB-2018,6722,INE043D01016
IDFCBANK,52.4,52.55,51.75,52.05,51.85,52.3,3671559,191083886.1,27-FEB-2018,12358,INE092T01019
IGL,299.65,309.5,298.5,305.2,305.3,297,5573040,1704297467.25,27-FEB-2018,51166,INE203G01027
INDIACEM,160.85,161.5,156.75,157.85,157.75,160.5,1721843,273275533.6,27-FEB-2018,11673,INE383A01012
INDIANB,322,324,310.45,311.65,311.25,324.1,1172892,371223149.7,27-FEB-2018,21008,INE562A01011
INDIGO,1346.95,1357.15,1326.15,1337.45,1337.9,1337.95,822147,1101198207.8,27-FEB-2018,33907,INE646L01027
INDUSINDBK,1700.15,1703.9,1678.65,1685.2,1682.05,1691.3,529068,894232234.45,27-FEB-2018,22863,INE095A01012
INFIBEAM,161.3,162.3,155.1,156,157.45,161.3,6023690,954250604.15,27-FEB-2018,10822,INE483S01020
INFRATEL,346.9,349.35,339.95,344.8,340.1,344.45,6738482,2315973432.6,27-FEB-2018,74819,INE121J01017
INFY,1144.95,1153.65,1125.65,1150.2,1147.7,1138.6,3308013,3768101538.5,27-FEB-2018,140175,INE009A01021
IOC,379.7,382.9,375.1,377.45,377.5,376.7,3906960,1478360165.9,27-FEB-2018,49249,INE242A01010
IRB,227.5,235.25,227.5,233.85,234.1,226.9,1705227,396793325.4,27-FEB-2018,19310,INE821I01014
ITC,268,268.2,265.5,266.4,266.6,266.55,7429924,1978195127.4,27-FEB-2018,57606,INE154A01025
IBULHSGFIN,1268.25,1280,1247.8,1254.1,1250.35,1279.75,1071839,1351836788.35,28-FEB-2018,74399,INE148I01020
ICICIBANK,315.15,317,311.1,313.25,314,322.15,17481687,5475509319.9,28-FEB-2018,172709,INE090A01021
ICICIPRULI,407.1,415,407.1,412.8,412.5,413.75,1102032,454139559.2,28-FEB-2018,25253,INE726G01019
IDBI,72.8,75.4,68.2,74.55,74.35,73.5,49500579,3605316663.65,28-FEB-2018,120094,INE008A01015
IDEA,84.3,85,82.65,83.9,83.7,84.3,44965704,3773375719.55,28-FEB-2018,98921,INE669E01016
IDFC,52.3,53,51.75,52.95,53,52.45,3010224,158178656.45,28-FEB-2018,10942,INE043D01016
IDFCBANK,51.7,51.9,51.35,51.5,51.5,52.05,3888834,200570415.25,28-FEB-2018,18958,INE092T01019
IGL,305.1,308.5,302.15,304.7,304.55,305.2,2075256,633367812,28-FEB-2018,29715,INE203G01027
INDIACEM,156.25,160.35,155.25,159.25,159.05,157.85,3457355,543846192.25,28-FEB-2018,13135,INE383A01012
INDIANB,307,334.9,300.1,331.1,333,311.65,4293602,1384944886.9,28-FEB-2018,45814,INE562A01011
INDIGO,1323,1350,1315.85,1335.7,1339,1337.45,686740,917227895.85,28-FEB-2018,29612,INE646L01027
INDUSINDBK,1673.9,1688.6,1661.05,1680.75,1679.1,1685.2,913679,1531001416.65,28-FEB-2018,41505,INE095A01012
INFIBEAM,156.05,160,156,158.4,158.5,156,3150742,499024270.15,28-FEB-2018,10487,INE483S01020
INFRATEL,340,351.4,338.9,346.7,345,344.8,41050485,14213567748.05,28-FEB-2018,155838,INE121J01017
INFY,1147.6,1189.5,1142.55,1172.6,1169.85,1150.2,8634208,10120034869.5,28-FEB-2018,229051,INE009A01021
IOC,376.6,381.2,373.5,379.3,377.95,377.45,2103575,794669724.2,28-FEB-2018,40492,INE242A01010
IRB,232.65,234.5,227.6,228.6,228.05,233.85,1240495,286755370.4,28-FEB-2018,13569,INE821I01014
ITC,265,266.3,263.05,265.05,264.9,266.4,13451146,3563094170.15,28-FEB-2018,109063,INE154A01025
IBULHSGFIN,1196.6,1243.9,1194.85,1218.15,1217.5,1196.6,1323659,1625792736.3,01-JAN-2018,26037,INE148I01020
ICICIBANK,314,314,309.1,310.3,309.3,314,7739502,2406452440.55,01-JAN-2018,55044,INE090A01021
ICICIPRULI,383,388.35,381,382.3,383.1,383.6,399791,153751527,01-JAN-2018,6740,INE726G01019
IDBI,61.3,62.25,60.05,60.35,60.4,59.85,3765530,229852569.75,01-JAN-2018,10092,INE008A01015
IDEA,107.4,108.15,104.05,104.6,105,108.15,10465979,1110939634.15,01-JAN-2018,30723,INE669E01016
IDFC,62.9,64.6,62.5,63,63.2,62.9,4893132,311707985.1,01-JAN-2018,8784,INE043D01016
IDFCBANK,54.4,55.4,54.25,54.85,54.95,54.25,4483875,246557310.4,01-JAN-2018,13554,INE092T01019
IGL,334.8,344.9,334.25,339.75,341,335.8,2618659,893318338.65,01-JAN-2018,27082,INE203G01027
INDIACEM,183.05,183.8,179.15,180.6,181.4,183.45,1350029,245742488.95,01-JAN-2018,8582,INE383A01012
INDIANB,379.7,382,376,377.15,376.25,376.7,343125,130044096.55,01-JAN-2018,7720,INE562A01011
INDIGO,1205.95,1219.4,1196.8,1203,1198,1205.5,287162,347314670.15,01-JAN-2018,9510,INE646L01027
INDUSINDBK,1652,1655.95,1618.1,1623.85,1620.4,1648.9,771099,1259576725.75,01-JAN-2018,31522,INE095A01012
INFIBEAM,145,156.5,143.05,146.9,147.05,141.15,21115914,3190070906.75,01-JAN-2018,100379,INE483S01020
INFRATEL,379.9,379.9,368.35,369.95,369.95,378.75,1788442,664446707.1,01-JAN-2018,19164,INE121J01017
INFY,1037.7,1044.5,1030,1033.55,1032.15,1042.05,2715670,2814045584.35,01-JAN-2018,65839,INE009A01021
IOC,390,392.5,388.5,389.95,390.5,388.55,2218462,865834992.85,01-JAN-2018,24346,INE242A01010
IRB,238.35,238.95,232.15,234.15,232.85,238,663061,155950910.8,01-JAN-2018,4186,INE821I01014
ITC,263.25,266.3,261.25,262.3,261.8,263.25,10461011,2753929704.55,01-JAN-2018,44043,INE154A01025
IBULHSGFIN,1211,1216.5,1179.9,1183.55,1187,1218.15,1349437,1616075344.2,02-JAN-2018,25586,INE148I01020
ICICIBANK,310.95,311.7,307.5,309.7,310,310.3,7046560,2181071541.6,02-JAN-2018,63107,INE090A01021
ICICIPRULI,384,387.5,372,375.2,376,382.3,1028956,388131006.15,02-JAN-2018,13229,INE726G01019
IDBI,60.65,60.85,59.1,59.4,59.35,60.35,1768985,105686814.15,02-JAN-2018,5032,INE008A01015
IDEA,106.3,106.3,99.35,100.7,100.85,104.6,17501389,1777655826.3,02-JAN-2018,62643,INE669E01016
IDFC,63.3,63.45,61.05,61.6,61.5,63,3672525,227182059.45,02-JAN-2018,8419,INE043D01016
IDFCBANK,55,55.2,53.75,53.95,54.05,54.85,4912922,266561356.1,02-JAN-2018,15597,INE092T01019
IGL,342.3,343.4,331.7,335.2,335,339.75,1260153,423295271.85,02-JAN-2018,13958,INE203G01027
INDIACEM,181.65,183,177.45,180.1,179.95,180.6,1767084,318574130.6,02-JAN-2018,10478,INE383A01012
INDIANB,376.25,379.9,372.25,375.55,374.65,377.15,556896,208803050.95,02-JAN-2018,9394,INE562A01011
INDIGO,1209,1209.5,1178,1201.4,1208,1203,564507,675000577.25,02-JAN-2018,24422,INE646L01027
INDUSINDBK,1626.3,1647,1626.1,1643.95,1647,1623.85,1392045,2281863698.5,02-JAN-2018,44560,INE095A01012
INFIBEAM,149.9,151.25,141.35,143,143.05,146.9,10284494,1486145405.65,02-JAN-2018,42595,INE483S01020
INFRATEL,371,380,370.1,378.8,378.65,369.95,4093118,1544847563.25,02-JAN-2018,76984,INE121J01017
INFY,1037.25,1042,1023,1029.7,1028.3,1033.55,3056124,3152175058.55,02-JAN-2018,122157,INE009A01021
IOC,391.4,392.8,383.7,386.4,386.6,389.95,2521578,974573094.65,02-JAN-2018,38551,INE242A01010
IRB,233.5,235.8,226.8,228.95,228.6,234.15,1416281,325878066.3,02-JAN-2018,8338,INE821I01014
ITC,262.6,264.2,260.45,260.75,260.7,262.3,5688384,1489465051,02-JAN-2018,45209,INE154A01025
IBULHSGFIN,1194,1196.95,1183.55,1185.65,1186.15,1183.55,704273,838001808.1,03-JAN-2018,29937,INE148I01020
ICICIBANK,312.5,316.35,312.5,315,314.9,309.7,8898342,2801397857.4,03-JAN-2018,89066,INE090A01021
ICICIPRULI,375.5,382.4,375.5,376.7,378,375.2,561656,212841052.1,03-JAN-2018,12477,INE726G01019
IDBI,59.6,60.05,59.25,59.5,59.4,59.4,1775812,105825805.55,03-JAN-2018,4265,INE008A01015
IDEA,101,103.9,101,102.7,102.65,100.7,10968592,1123489677.15,03-JAN-2018,34061,INE669E01016
IDFC,61.65,62.25,61.45,61.7,61.85,61.6,3375751,209034856.1,03-JAN-2018,7429,INE043D01016
IDFCBANK,54.3,54.6,54,54.15,54.3,53.95,3088116,167776663.5,03-JAN-2018,12356,INE092T01019
IGL,334.9,336.05,332,332.75,332.35,335.2,1295368,431746788.5,03-JAN-2018,35066,INE203G01027
INDIACEM,181.7,188.7,180.7,186.4,186.8,180.1,4763679,885237602.6,03-JAN-2018,24676,INE383A01012
INDIANB,375,378.95,371.4,373.2,373.1,375.55,813917,305909445.35,03-JAN-2018,32486,INE562A01011
INDIGO,1196.05,1213.15,1196.05,1208.4,1210,1201.4,402883,484971606.85,03-JAN-2018,39331,INE646L01027
INDUSINDBK,1649,1650,1624,1630.25,1635.5,1643.95,1120860,1840027486.8,03-JAN-2018,49302,INE095A01012
INFIBEAM,144.1,148.8,142.35,143.95,144.4,143,6169377,894069770.15,03-JAN-2018,22863,INE483S01020
INFRATEL,379.7,383.45,376.45,378.65,379,378.8,2009516,762741794.2,03-JAN-2018,51526,INE121J01017
INFY,1028.5,1031.6,1018.6,1021.3,1022,1029.7,3423276,3500475318.8,03-JAN-2018,132588,INE009A01021
IOC,387.9,389.9,385.1,386.3,386.25,386.4,2613904,1014126662.6,03-JAN-2018,60398,INE242A01010
IRB,228.75,237.4,228.75,236.1,237.4,228.95,2128151,498575345.75,03-JAN-2018,23104,INE821I01014
ITC,261.3,262.65,260.6,261.15,260.95,260.75,11018996,2884992810.35,03-JAN-2018,67791,INE154A01025
IBULHSGFIN,1193.8,1193.8,1180.8,1183.95,1184,1185.65,505851,600160096.9,04-JAN-2018,41378,INE148I01020
ICICIBANK,314.95,315.65,311.5,314.7,314.6,315,6385367,2004561586.5,04-JAN-2018,75234,INE090A01021
ICICIPRULI,379.45,383.05,376,379.9,382.8,376.7,1120810,425439339.5,04-JAN-2018,13007,INE726G01019
IDBI,61,65.45,60.1,64.4,64.5,59.5,25032575,1601833782.75,04-JAN-2018,59594,INE008A01015
IDEA,103.45,105.6,101.8,104.55,105.55,102.7,12497709,1298636629.2,04-JAN-2018,41977,INE669E01016
IDFC,62.15,62.3,61.55,61.7,61.75,61.7,2888757,178739604.3,04-JAN-2018,7291,INE043D01016
IDFCBANK,54.2,54.7,53.9,54.55,54.65,54.15,3665726,199626489.65,04-JAN-2018,14058,INE092T01019
IGL,333.95,333.95,327.6,329.05,329.1,332.75,2156352,709991246.4,04-JAN-2018,22040,INE203G01027
INDIACEM,188.9,191.45,186.35,190.35,191,186.4,5170878,980160423.2,04-JAN-2018,34870,INE383A01012
INDIANB,374,383.05,371.35,380.15,381,373.2,1146187,433467492.95,04-JAN-2018,18535,INE562A01011
INDIGO,1209.95,1219.85,1205.4,1213.65,1210.5,1208.4,330334,400856026,04-JAN-2018,15161,INE646L01027
INDUSINDBK,1638,1652.5,1631,1646.6,1650.35,1630.25,747232,1228285631.15,04-JAN-2018,46281,INE095A01012
INFIBEAM,144.9,145.75,142.15,142.55,142.75,143.95,3777693,540422217.25,04-JAN-2018,12538,INE483S01020
INFRATEL,381.8,381.8,377.25,379.05,378.25,378.65,4247055,1610427903.35,04-JAN-2018,49282,INE121J01017
INFY,1021,1021,1009.6,1015.4,1015,1021.3,4473807,4538566058.1,04-JAN-2018,81236,INE009A01021
IOC,387,388.35,384.4,387.3,387.9,386.3,4367569,1689603389.3,04-JAN-2018,34486,INE242A01010
IRB,238.8,238.8,235.45,236.75,236.5,236.1,1873563,443241972.75,04-JAN-2018,24444,INE821I01014
ITC,260.95,262.75,260.6,261.55,261.75,261.15,9368913,2451729469.95,04-JAN-2018,69338,INE154A01025
IBULHSGFIN,1189.95,1203.7,1186,1198.95,1199,1183.95,1208082,1444379505.2,05-JAN-2018,34017,INE148I01020
ICICIBANK,314.45,315.15,311.6,312.9,313.4,314.7,6366054,1993946657.9,05-JAN-2018,51459,INE090A01021
ICICIPRULI,383.05,397.1,383.05,394.15,394,379.9,1232969,484390060.45,05-JAN-2018,17704,INE726G01019
IDBI,65.95,65.95,63.35,63.8,63.6,64.4,5704149,366234483.2,05-JAN-2018,15460,INE008A01015
IDEA,108,118.9,107.5,115.8,115.3,104.55,79361220,9103270461.35,05-JAN-2018,251627,INE669E01016
IDFC,61.75,64.9,61.65,64.45,64,61.7,10466801,665653092.55,05-JAN-2018,23225,INE043D01016
IDFCBANK,54.65,58.8,54.65,58.25,58.35,54.55,24488254,1407426055.8,05-JAN-2018,61143,INE092T01019
