SYMBOL,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
INDIGO,1174,1178,1159.2,1164.95,1167.6,1166.25,123733,144255452.6,22-NOV-2017,6202,INE646L01027
INDUSINDBK,1656.9,1663.8,1621,1627.35,1628,1648.6,751919,1231927210.4,22-NOV-2017,37619,INE095A01012
INFIBEAM,179.6,180.5,177.05,178.05,177.75,178.45,3397683,605301794.85,22-NOV-2017,11111,INE483S01020
INFRATEL,385.8,385.8,373.6,376.45,378,383.55,5752823,2169919139.5,22-NOV-2017,140607,INE121J01017
INFY,966.6,971.05,963.3,966.3,965.3,966.25,3042460,2940669552.8,22-NOV-2017,57418,INE009A01021
IOC,398.8,398.9,391.9,396,396.25,396.15,4103726,1625401500.55,22-NOV-2017,33294,INE242A01010
IRB,230.35,233,229,231.2,231.2,229.35,938223,216810984.4,22-NOV-2017,10033,INE821I01014
ITC,256,258.65,255.6,258.15,258.5,255.8,8609960,2217797373.35,22-NOV-2017,81327,INE154A01025
IBULHSGFIN,1171,1187,1157.9,1159.65,1159,1178.6,1636709,1911645481.65,23-NOV-2017,55225,INE148I01020
ICICIBANK,319.75,320.5,315.2,319.45,319.7,318.9,9998609,3181857282.6,23-NOV-2017,68235,INE090A01021
ICICIPRULI,387,387,375.65,379.85,380.7,395.35,3202500,1217043915.3,23-NOV-2017,53357,INE726G01019
IDBI,61.75,63.25,61.05,61.95,61.65,61.75,4001819,248427130.35,23-NOV-2017,10781,INE008A01015
IDEA,98.75,100.2,95.7,96.1,96,98.45,18297675,1789949407.4,23-NOV-2017,50304,INE669E01016
IDFC,60.6,61.3,59.85,60.8,60.9,60.65,6642297,403445112.25,23-NOV-2017,13773,INE043D01016
IDFCBANK,55,55,54.45,54.55,54.65,54.8,3849060,210527462.45,23-NOV-2017,19749,INE092T01019
IGL,307.8,309,303.3,305.1,305.35,306.95,1159263,354343775.05,23-NOV-2017,21526,INE203G01027
INDIACEM,179.55,179.7,173.05,175.75,175.8,176.15,3204568,565380136.15,23-NOV-2017,20908,INE383A01012
INDIANB,414,416.8,406.15,411.5,411.7,415.4,941057,387668812.1,23-NOV-2017,12519,INE562A01011
INDIGO,1156,1178,1156,1169.05,1166.65,1164.95,251284,293293261.95,23-NOV-2017,9650,INE646L01027
INDUSINDBK,1627.5,1654.95,1627.5,1643.35,1642.1,1627.35,887882,1458698382.5,23-NOV-2017,87955,INE095A01012
INFIBEAM,179,179.8,176.55,176.8,176.55,178.05,3029559,537156003,23-NOV-2017,9837,INE483S01020
INFRATEL,381.15,386.4,373.1,374.6,375.4,376.45,4561646,1734465489.45,23-NOV-2017,90510,INE121J01017
INFY,971.5,994.45,969,991.25,991.15,966.3,5947309,5856291707.6,23-NOV-2017,141525,INE009A01021
IOC,394.5,399.2,392.5,394.75,394.55,396,1511490,598248442.9,23-NOV-2017,19639,INE242A01010
IRB,231.95,233.8,227.65,229.8,229.7,231.2,780244,180018756.8,23-NOV-2017,8348,INE821I01014
ITC,258.35,260.7,256.4,258.15,258.55,258.15,7524346,1943785339.6,23-NOV-2017,65283,INE154A01025
IBULHSGFIN,1168,1179.7,1155.05,1171.65,1171,1159.65,996896,1165119704.3,24-NOV-2017,32291,INE148I01020
ICICIBANK,319.9,321.05,315.95,317.2,316.85,319.45,7867381,2501890789.5,24-NOV-2017,51389,INE090A01021
ICICIPRULI,381.9,382.85,376.3,378.05,378.35,379.85,1332076,504169501.7,24-NOV-2017,43711,INE726G01019
IDBI,61.7,62.5,61.3,62.05,62.2,61.95,2669917,165301019.8,24-NOV-2017,6876,INE008A01015
IDEA,96.1,97.7,94,94.7,94.6,96.1,13637185,1302067272.05,24-NOV-2017,41647,INE669E01016
IDFC,61.2,61.85,60.7,61,61.15,60.8,7371383,450990606.85,24-NOV-2017,14473,INE043D01016
IDFCBANK,54.65,55.3,54.3,54.65,54.65,54.55,6836791,374208525.9,24-NOV-2017,20289,INE092T01019
IGL,307,315.7,303.6,312.25,312,305.1,2771602,859389026.7,24-NOV-2017,37989,INE203G01027
INDIACEM,176.4,177.4,174.1,175.4,174.8,175.75,1653018,290991461.35,24-NOV-2017,11859,INE383A01012
INDIANB,412.9,420.95,407.5,411.7,411.55,411.5,1586119,657740044.25,24-NOV-2017,19201,INE562A01011
INDIGO,1175,1188.95,1164.8,1180.45,1182.5,1169.05,237567,279930759.8,24-NOV-2017,7635,INE646L01027
INDUSINDBK,1646,1682.85,1644,1676.3,1670.05,1643.35,1091064,1826086904.45,24-NOV-2017,39695,INE095A01012
INFIBEAM,177.8,178.9,171.9,174.95,176,176.8,7076185,1240274280.05,24-NOV-2017,12745,INE483S01020
INFRATEL,378,382,376.4,380.8,381,374.6,2487171,944177709.6,24-NOV-2017,87082,INE121J01017
INFY,990.9,1019.3,990.2,1009.55,1008,991.25,9309956,9403912991.65,24-NOV-2017,180427,INE009A01021
IOC,396,397,392.1,395.4,394.85,394.75,2781607,1100334855.4,24-NOV-2017,20137,INE242A01010
IRB,230.85,233.6,228.6,232.3,232.15,229.8,985113,228412536.35,24-NOV-2017,11981,INE821I01014
ITC,258.5,261.45,258.05,260.75,260.65,258.15,7347756,1908426242.65,24-NOV-2017,50057,INE154A01025
IBULHSGFIN,1167,1184,1164.25,1181.2,1179.45,1171.65,752556,883837851.15,27-NOV-2017,22837,INE148I01020
ICICIBANK,315.05,318.6,313.5,317,317,317.2,9334428,2947130409.05,27-NOV-2017,67033,INE090A01021
ICICIPRULI,378,382.3,375.6,381.45,381.5,378.05,1011354,383901156.75,27-NOV-2017,20849,INE726G01019
IDBI,61.4,62.3,61.1,62.1,62.05,62.05,1485377,91897104.15,27-NOV-2017,5082,INE008A01015
IDEA,94.1,96.9,93.15,96.1,96.1,94.7,16074928,1537496889.4,27-NOV-2017,56819,INE669E01016
IDFC,60.9,63.65,60.75,63.4,63.3,61,10010862,626319308.55,27-NOV-2017,21998,INE043D01016
IDFCBANK,54.65,55.3,54.45,55.1,55.1,54.65,8636333,473708420.3,27-NOV-2017,19619,INE092T01019
IGL,311,315.5,308.35,312.25,312,312.25,1559253,486073061,27-NOV-2017,26211,INE203G01027
INDIACEM,175,179.4,173.8,178.85,178.55,175.4,2480930,438774585.55,27-NOV-2017,14755,INE383A01012
INDIANB,403.15,418.35,402.1,413.1,411.5,411.7,1338200,552162223.4,27-NOV-2017,21003,INE562A01011
INDIGO,1180.1,1180.45,1163.95,1168.65,1166.45,1180.45,138310,161714419.55,27-NOV-2017,7858,INE646L01027
INDUSINDBK,1671.7,1671.7,1648.75,1660.6,1663.1,1676.3,746259,1235149160.35,27-NOV-2017,37604,INE095A01012
INFIBEAM,175.7,176.55,173,173.2,173,174.95,4282346,743233786.4,27-NOV-2017,9738,INE483S01020
INFRATEL,381.25,387.7,378.4,386.6,385.95,380.8,2416421,929527576.15,27-NOV-2017,84775,INE121J01017
INFY,1006.7,1006.7,993.3,998.75,996.55,1009.55,3008865,3002607597.65,27-NOV-2017,75428,INE009A01021
IOC,393.8,395.75,388.6,392.6,393,395.4,2050805,802791970.05,27-NOV-2017,37502,INE242A01010
IRB,231.8,234.2,230.05,232.3,232.7,232.3,952496,221358433.4,27-NOV-2017,12146,INE821I01014
ITC,260,260.5,257.3,259.25,259.05,260.75,4836535,1251103003.2,27-NOV-2017,55974,INE154A01025
IBULHSGFIN,1179.95,1220,1174.8,1200.05,1200,1181.2,2781648,3338848009.8,28-NOV-2017,70116,INE148I01020
ICICIBANK,313.1,315.35,311.75,313.2,313,317,13929413,4370816093.3,28-NOV-2017,86488,INE090A01021
ICICIPRULI,381.4,385.45,380.15,384.45,384,381.45,1644149,630329419.7,28-NOV-2017,31042,INE726G01019
IDBI,63.5,63.9,62.25,62.85,62.7,62.1,4891357,308367932.65,28-NOV-2017,16388,INE008A01015
IDEA,96.1,96.9,94.6,95.25,95.1,96.1,9393359,898923051.4,28-NOV-2017,26814,INE669E01016
IDFC,63.4,63.85,62.1,62.55,62.45,63.4,5884394,369408818.55,28-NOV-2017,14104,INE043D01016
IDFCBANK,55.25,55.5,55,55.2,55.3,55.1,3704717,204411137.6,28-NOV-2017,15949,INE092T01019
IGL,319.25,331.8,316.45,326.7,326,312.25,10589486,3459075765.65,28-NOV-2017,99004,INE203G01027
INDIACEM,178.9,179.8,174.7,176.95,176.9,178.85,1941826,345228955.35,28-NOV-2017,13113,INE383A01012
INDIANB,413,415.95,401.5,403.1,402.5,413.1,1713396,697876279.3,28-NOV-2017,32827,INE562A01011
INDIGO,1170,1176,1158,1162.8,1162.45,1168.65,174159,203258431.2,28-NOV-2017,11069,INE646L01027
INDUSINDBK,1661.2,1692,1661,1678.25,1678,1660.6,1333326,2239742370.3,28-NOV-2017,59671,INE095A01012
INFIBEAM,174,177.5,172.05,172.95,172.25,173.2,3558274,615830698.8,28-NOV-2017,9814,INE483S01020
INFRATEL,383.15,387.35,376.05,377.85,376.8,386.6,4127842,1577233964.95,28-NOV-2017,96678,INE121J01017
INFY,994.4,999.9,981.3,984.7,982.15,998.75,2308434,2282406445.85,28-NOV-2017,61722,INE009A01021
IOC,391,392.6,387.2,390.6,390.1,392.6,3853052,1503805517,28-NOV-2017,51317,INE242A01010
IRB,231.5,239.2,230.15,234.85,234.9,232.3,2050367,483514830.6,28-NOV-2017,25142,INE821I01014
ITC,259.1,259.2,256,257,257,259.25,17508901,4499432344.45,28-NOV-2017,100436,INE154A01025
IBULHSGFIN,1200.05,1215.6,1193.6,1200.8,1194,1200.05,3010333,3627187190.2,29-NOV-2017,85137,INE148I01020
ICICIBANK,312.6,316.3,312.3,314.85,314.15,313.2,12384876,3898374399.8,29-NOV-2017,63004,INE090A01021
ICICIPRULI,384.25,386,374.1,375.05,374.3,384.45,1062412,401234198.35,29-NOV-2017,23372,INE726G01019
IDBI,62.5,62.85,61.15,61.6,61.4,62.85,1653779,102703475.35,29-NOV-2017,5876,INE008A01015
IDEA,95.7,95.85,93.05,93.4,93.4,95.25,9591566,905232553.6,29-NOV-2017,30856,INE669E01016
IDFC,62.4,62.95,61.7,61.95,61.85,62.55,4497618,280030629.5,29-NOV-2017,12947,INE043D01016
IDFCBANK,55.35,56.8,54.8,56,56,55.2,7728256,433081033.35,29-NOV-2017,23648,INE092T01019
IGL,326.7,329,323.5,325.55,326.1,326.7,1977800,644235566.4,29-NOV-2017,22194,INE203G01027
INDIACEM,177.3,178.4,175.3,176.35,175.65,176.95,1326312,234671255.5,29-NOV-2017,8515,INE383A01012
INDIANB,403.1,408.5,400.75,404.7,404,403.1,1433056,580530681.85,29-NOV-2017,32036,INE562A01011
INDIGO,1169.7,1170,1150,1153.5,1153.55,1162.8,177904,205840118.7,29-NOV-2017,6769,INE646L01027
INDUSINDBK,1679,1689.95,1666,1672.15,1674.05,1678.25,1121016,1880042223.45,29-NOV-2017,45456,INE095A01012
INFIBEAM,173.05,175,172,172.15,172.15,172.95,3930895,679225023,29-NOV-2017,8505,INE483S01020
INFRATEL,376.8,384.9,376.45,384.15,383.65,377.85,6010951,2293304793.6,29-NOV-2017,96424,INE121J01017
INFY,987.65,991.95,980.3,982.7,983.5,984.7,1919035,1889032575.75,29-NOV-2017,50324,INE009A01021
IOC,391.6,395.1,389.7,393.7,393.7,390.6,2681338,1052641890.7,29-NOV-2017,35513,INE242A01010
IRB,234.85,238.5,233.05,234.1,233.55,234.85,1119163,264176812.65,29-NOV-2017,14586,INE821I01014
ITC,258,258.7,257,258.05,258.1,257,8697821,2242556792,29-NOV-2017,92845,INE154A01025
IBULHSGFIN,1207.1,1224,1200,1205.85,1203.55,1200.8,4695234,5671300846.35,30-NOV-2017,120607,INE148I01020
ICICIBANK,314.95,315.8,306.25,307.55,308,314.85,23832543,7357821174.3,30-NOV-2017,112384,INE090A01021
ICICIPRULI,376.8,378.5,372.1,375.95,377.5,375.05,1428046,535512237.5,30-NOV-2017,21747,INE726G01019
IDBI,61,62.25,60.3,60.55,60.9,61.6,3105655,189958977.65,30-NOV-2017,11678,INE008A01015
IDEA,93.05,95.25,92.25,94.45,94.9,93.4,27259610,2565697691.15,30-NOV-2017,54673,INE669E01016
IDFC,61.8,62.85,61.45,62.35,62.2,61.95,23503521,1463588054.95,30-NOV-2017,27341,INE043D01016
IDFCBANK,55.95,55.95,54.7,54.9,54.8,56,9259164,510376491.6,30-NOV-2017,20610,INE092T01019
IGL,326.25,327.95,319.45,326.6,327.8,325.55,1482835,480755503.6,30-NOV-2017,18327,INE203G01027
INDIACEM,175.6,176,172.15,173.85,173.2,176.35,2212346,385201774.05,30-NOV-2017,10427,INE383A01012
INDIANB,403.9,404,389.2,392.65,391.75,404.7,3112963,1226521116.75,30-NOV-2017,50376,INE562A01011
INDIGO,1159.9,1159.9,1115.5,1121.55,1124.6,1153.5,529280,599396653.65,30-NOV-2017,30373,INE646L01027
INDUSINDBK,1662,1680,1654,1661.95,1659.1,1672.15,1743816,2904675537.6,30-NOV-2017,48232,INE095A01012
INFIBEAM,172,172.85,170,170.05,170.5,172.15,9799447,1672233763.1,30-NOV-2017,25275,INE483S01020
INFRATEL,385,387.9,380.6,383.7,384.5,384.15,12955743,4976516194.3,30-NOV-2017,99424,INE121J01017
INFY,989.45,989.45,968.35,976.1,972.5,982.7,8633472,8445010644.15,30-NOV-2017,126288,INE009A01021
IOC,392,397.75,388,393.5,393.5,393.7,14978098,5881792768.45,30-NOV-2017,91461,INE242A01010
IRB,232,232.55,227.2,229.75,229.8,234.1,3562241,818049762.85,30-NOV-2017,21509,INE821I01014
ITC,257.9,258.2,254.65,256.05,255.9,258.05,22116235,5664541045.55,30-NOV-2017,134587,INE154A01025
IBULHSGFIN,1215,1246.5,1213.85,1234.35,1234,1206.75,1671290,2064147775.1,03-OCT-2017,67064,INE148I01020
ICICIBANK,279.5,280.7,275.15,278.4,278.3,276.6,6752832,1874523211.1,03-OCT-2017,91640,INE090A01021
ICICIPRULI,394.65,415.9,392.1,413.2,411.6,388.8,5371452,2193805857,03-OCT-2017,104352,INE726G01019
IDBI,52.7,52.75,52,52.25,52.15,52.35,1435273,75090648.3,03-OCT-2017,5522,INE008A01015
IDEA,78.7,78.7,75.45,75.9,76.05,77.45,4714914,360425559.95,03-OCT-2017,17492,INE669E01016
IDFC,59.5,60,58.45,59,59.05,59,4340199,256627273.2,03-OCT-2017,10613,INE043D01016
IDFCBANK,56.9,57,56,56.35,56.2,56.4,2981401,168203102.55,03-OCT-2017,14199,INE092T01019
IGL,1498.95,1498.95,1457,1475.55,1477.5,1471.9,626485,923432536.2,03-OCT-2017,43346,INE203G01019
INDIACEM,174.1,183.15,172.65,182.4,182.65,172.3,6185321,1102311762.15,03-OCT-2017,48549,INE383A01012
INDIANB,263,264.95,258.1,263.05,263.65,261.25,461602,120960410.55,03-OCT-2017,6105,INE562A01011
INDIGO,1094.6,1109.7,1076.4,1088.8,1090,1096.8,505704,553008183.7,03-OCT-2017,21579,INE646L01027
INDUSINDBK,1693,1701.5,1667.9,1692.95,1697,1682.2,1236296,2087090938.25,03-OCT-2017,54273,INE095A01012
INFIBEAM,130,131.7,125,126.9,126.3,128.6,5889377,751509491.65,03-OCT-2017,13008,INE483S01020
INFRATEL,404.9,410.2,399,408.5,406.95,398.4,4036851,1647041887.6,03-OCT-2017,77219,INE121J01017
INFY,910.1,912,901.6,903.55,903.05,899.9,2473761,2240392336.3,03-OCT-2017,98569,INE009A01021
IOC,405.1,410.8,398.1,406.55,407.15,400.5,2511084,1011947739.35,03-OCT-2017,42386,INE242A01010
IRB,214.8,215.25,209,209.9,209.5,212.85,2398718,507030388.85,03-OCT-2017,18333,INE821I01014
ITC,262.5,262.75,258.5,261.4,261.2,258.3,11497927,3003556664.4,03-OCT-2017,107806,INE154A01025
IBULHSGFIN,1235,1260.85,1224.2,1257.1,1260.05,1234.35,1443916,1809296407.7,04-OCT-2017,45358,INE148I01020
ICICIBANK,279.25,279.4,275.1,276.1,276,278.4,7417758,2055758850.95,04-OCT-2017,77835,INE090A01021
ICICIPRULI,414,416.85,409.15,412.2,411.95,413.2,671618,277253860.9,04-OCT-2017,11662,INE726G01019
IDBI,52.5,52.6,52,52.25,52.2,52.25,1233045,64465289.45,04-OCT-2017,6246,INE008A01015
IDEA,76.2,76.2,73.3,74.2,74.3,75.9,6132517,458376121.45,04-OCT-2017,22402,INE669E01016
IDFC,59,59.5,58.5,59.25,59.35,59,8192343,484346798.5,04-OCT-2017,15713,INE043D01016
IDFCBANK,56,56.55,55.9,56,56.05,56.35,4022843,226173044.5,04-OCT-2017,17568,INE092T01019
IGL,1478.7,1478.7,1443.05,1451.1,1450.35,1475.55,420855,612385924.05,04-OCT-2017,27130,INE203G01019
INDIACEM,187,187.2,180.4,181.5,182.1,182.4,7695922,1409515505.95,04-OCT-2017,49991,INE383A01012
INDIANB,263.5,270.9,261.8,267.3,268.3,263.05,718199,191562591.5,04-OCT-2017,16051,INE562A01011
INDIGO,1091,1107,1085.4,1095.4,1096,1088.8,510782,561175693.3,04-OCT-2017,25171,INE646L01027
INDUSINDBK,1695,1713.65,1682.7,1697.7,1691.2,1692.95,671976,1142333102.1,04-OCT-2017,29725,INE095A01012
INFIBEAM,127.4,128,125.05,126.25,125.4,126.9,5593842,706531715.8,04-OCT-2017,10430,INE483S01020
INFRATEL,408.5,419.65,408,416.5,416,408.5,3456681,1432383908,04-OCT-2017,48328,INE121J01017
INFY,903,905.4,897.15,899.6,901.45,903.55,2495746,2248997167.45,04-OCT-2017,81198,INE009A01021
IOC,418.75,419,407,408.75,409.8,406.55,5068619,2085370882.3,04-OCT-2017,57698,INE242A01010
IRB,210.7,212.2,208.6,209.3,209.5,209.9,1568302,329713881.5,04-OCT-2017,19903,INE821I01014
ITC,264.1,268.5,263.15,267.4,267,261.4,10779322,2874120130.15,04-OCT-2017,81928,INE154A01025
IBULHSGFIN,1262,1275,1251.9,1261.4,1261.65,1257.1,1123834,1419734324.5,05-OCT-2017,38020,INE148I01020
ICICIBANK,276,277.4,271.1,271.8,272,276.1,10975305,2994133104.95,05-OCT-2017,92905,INE090A01021
ICICIPRULI,412.9,412.9,397.85,398.65,398.65,412.2,1464812,587179374.45,05-OCT-2017,30417,INE726G01019
IDBI,52.45,52.6,51.7,52.05,52,52.25,1393670,72659934.5,05-OCT-2017,6480,INE008A01015
IDEA,74.2,74.65,73.45,73.75,73.7,74.2,6805052,503650075.35,05-OCT-2017,17858,INE669E01016
IDFC,59.4,59.65,58.6,59.1,59.3,59.25,10816292,638907426.8,05-OCT-2017,11887,INE043D01016
IDFCBANK,56.05,57.1,55.8,56.65,57.1,56,3400567,191318823.3,05-OCT-2017,9624,INE092T01019
IGL,1447.05,1463.4,1434,1438.55,1436,1451.1,316474,457569452.65,05-OCT-2017,14161,INE203G01019
INDIACEM,182,184.2,177.6,182.3,182.2,181.5,4775803,863579881.25,05-OCT-2017,35188,INE383A01012
INDIANB,268.5,271.5,266.1,267.4,267.45,267.3,410079,110385269,05-OCT-2017,5957,INE562A01011
INDIGO,1096,1116.45,1090.1,1100.05,1101,1095.4,277812,306960059.5,05-OCT-2017,14580,INE646L01027
INDUSINDBK,1694.95,1706,1683,1688.8,1683,1697.7,628607,1064113837.75,05-OCT-2017,29810,INE095A01012
INFIBEAM,125.5,130.8,125.45,126.4,126.6,126.25,5179271,661096276.25,05-OCT-2017,11780,INE483S01020
INFRATEL,412.1,413,402.65,404.65,404.55,416.5,1920244,779616716.55,05-OCT-2017,46332,INE121J01017
INFY,900,904.95,899,903.05,903,899.6,4305650,3887063882.6,05-OCT-2017,46048,INE009A01021
IOC,408.5,409.15,401.2,406.75,407.1,408.75,2245378,909711740.55,05-OCT-2017,21616,INE242A01010
IRB,209.6,210.95,208.3,209.75,209.6,209.3,1155135,242221491,05-OCT-2017,10981,INE821I01014
ITC,267.4,269.4,264.4,265.25,264.7,267.4,6937298,1851848907.5,05-OCT-2017,80123,INE154A01025
IBULHSGFIN,1275.9,1282,1262,1268.2,1267,1261.4,913203,1163016773.8,06-OCT-2017,16582,INE148I01020
ICICIBANK,272.15,274.45,270.55,271.95,272.5,271.8,25447787,6939586197.15,06-OCT-2017,102566,INE090A01021
ICICIPRULI,399.5,402.75,397.15,399.4,399.35,398.65,728001,291131193.55,06-OCT-2017,15481,INE726G01019
IDBI,52.2,53.65,52.2,53.4,53.55,52.05,2221416,117885817.35,06-OCT-2017,6708,INE008A01015
IDEA,74.05,74.3,73.3,73.85,73.9,73.75,4178024,308399317.8,06-OCT-2017,14323,INE669E01016
IDFC,58.85,60.3,58.85,59.7,60,59.1,10481616,625566689.4,06-OCT-2017,16358,INE043D01016
IDFCBANK,57.25,57.6,57.05,57.4,57.35,56.65,2811854,161275279.9,06-OCT-2017,9021,INE092T01019
IGL,1435,1455,1427.55,1442.25,1445,1438.55,366946,529350977.9,06-OCT-2017,12967,INE203G01019
INDIACEM,182.95,185.25,181.7,183.8,183.55,182.3,2533577,465645515.4,06-OCT-2017,15599,INE383A01012
INDIANB,267.7,274.8,267.65,269.9,272.4,267.4,519590,140994051.65,06-OCT-2017,7084,INE562A01011
INDIGO,1107.7,1114.95,1098.35,1107.3,1107.5,1100.05,249384,276072023.4,06-OCT-2017,12447,INE646L01027
INDUSINDBK,1691.95,1697.65,1677,1682.5,1686.35,1688.8,709562,1196833137.8,06-OCT-2017,38466,INE095A01012
INFIBEAM,127,128.75,126.55,127,127.45,126.4,5440769,691882745.35,06-OCT-2017,7708,INE483S01020
INFRATEL,407.8,409.9,399,399.95,399.4,404.65,2028197,814450659,06-OCT-2017,48392,INE121J01017
INFY,904,922,903.95,920.15,920.5,903.05,4287154,3929315140.25,06-OCT-2017,76214,INE009A01021
IOC,406.5,417.5,404.85,415.45,417,406.75,5360750,2219367051,06-OCT-2017,46181,INE242A01010
IRB,210.1,212.85,208.35,208.75,208.8,209.75,2228800,468728835.7,06-OCT-2017,14205,INE821I01014
ITC,265.8,267.5,264.65,266.15,266.4,265.25,7856190,2089511409,06-OCT-2017,52879,INE154A01025
IBULHSGFIN,1264.9,1276.35,1249,1272.25,1273,1268.2,521310,658434954.1,09-OCT-2017,13764,INE148I01020
ICICIBANK,273.35,276.3,271.25,271.75,271.55,271.95,20478222,5594841828.5,09-OCT-2017,245056,INE090A01021
ICICIPRULI,399.4,407,399.05,402.5,403.5,399.4,1179943,475848702.45,09-OCT-2017,18261,INE726G01019
IDBI,53.6,53.7,52.6,53,53.1,53.4,1860282,98633708.85,09-OCT-2017,5681,INE008A01015
IDEA,74.2,75.7,73.9,74.2,74.5,73.85,4138282,308812013.85,09-OCT-2017,12332,INE669E01016
IDFC,60,64.85,59.45,64.5,64.75,59.7,37661586,2362789483,09-OCT-2017,47444,INE043D01016
IDFCBANK,57.65,59.85,56.85,59.6,59.7,57.4,8488233,497544698.9,09-OCT-2017,23352,INE092T01019
IGL,1441.5,1460.95,1437.05,1444.85,1448,1442.25,163439,237068238.55,09-OCT-2017,7654,INE203G01019
INDIACEM,184,185.7,181.05,182.25,182.15,183.8,3238839,593679769.5,09-OCT-2017,16716,INE383A01012
INDIANB,269.8,273.6,268.6,271.3,271.1,269.9,297076,80644942.2,09-OCT-2017,4450,INE562A01011
INDIGO,1107.3,1119.9,1098.55,1101.35,1103,1107.3,389965,431745977.05,09-OCT-2017,15057,INE646L01027
INDUSINDBK,1682.5,1713.95,1674,1699.5,1702.1,1682.5,842338,1430083715.85,09-OCT-2017,38348,INE095A01012
INFIBEAM,127.5,128.5,125.15,126,126.05,127,7536930,951059478.4,09-OCT-2017,10180,INE483S01020
INFRATEL,402.8,405.95,397.55,398.5,398,399.95,1385786,555507775.6,09-OCT-2017,27378,INE121J01017
INFY,920,929,914,923.9,924.25,920.15,1752416,1618746284.65,09-OCT-2017,39646,INE009A01021
IOC,415,420.9,411.85,414.15,414,415.45,4268036,1776679696.75,09-OCT-2017,29388,INE242A01010
IRB,209,211.5,208.6,209.75,209.5,208.75,2188062,459658643,09-OCT-2017,31971,INE821I01014
ITC,268,269.15,266.4,268,268.1,266.15,6088623,1630267498.7,09-OCT-2017,43287,INE154A01025
IBULHSGFIN,1281.8,1287.65,1266.3,1281.9,1282.9,1272.25,1022232,1306508605.2,10-OCT-2017,34455,INE148I01020
ICICIBANK,271.85,273,269.15,269.8,270,271.75,18594444,5032401396.45,10-OCT-2017,162730,INE090A01021
ICICIPRULI,403.9,409.95,402.5,408.15,408,402.5,1039735,424131258.1,10-OCT-2017,17543,INE726G01019
IDBI,53.1,53.4,52.85,53.25,53.2,53,997056,53007839.05,10-OCT-2017,4699,INE008A01015
IDEA,74.7,74.9,71.45,72.95,73.15,74.2,6754950,494202103.05,10-OCT-2017,26786,INE669E01016
IDFC,65,65.3,63.5,64.1,64.2,64.5,15857342,1017867600.65,10-OCT-2017,28918,INE043D01016
IDFCBANK,60,60.1,58.9,59.05,58.95,59.6,5948606,353147105.85,10-OCT-2017,21376,INE092T01019
IGL,1448.95,1495,1445,1487.1,1493,1444.85,587342,868257854.6,10-OCT-2017,18257,INE203G01019
INDIACEM,183,185.25,182.05,183.65,183.75,182.25,2415941,444364107.2,10-OCT-2017,17064,INE383A01012
INDIANB,271.5,279.7,270.8,276.55,277,271.3,485234,133102734.45,10-OCT-2017,12948,INE562A01011
INDIGO,1105,1128.9,1100,1116.8,1120,1101.35,709557,791224350.5,10-OCT-2017,33703,INE646L01027
INDUSINDBK,1708.8,1729.3,1708.35,1725.15,1728.05,1699.5,846533,1457663640.35,10-OCT-2017,29994,INE095A01012
INFIBEAM,127,128.3,126.1,126.55,126.35,126,5495729,695547510.65,10-OCT-2017,9096,INE483S01020
INFRATEL,398.5,404.55,398.5,399.85,400.5,398.5,2029807,815521316.55,10-OCT-2017,56035,INE121J01017
INFY,939.95,939.95,929.55,935.45,935.15,923.9,3571610,3341105876.3,10-OCT-2017,103093,INE009A01021
IOC,411.55,416.55,409.4,410.85,409.65,414.15,3089696,1274873719.55,10-OCT-2017,35843,INE242A01010
IRB,210.25,211.9,209.6,210.1,210.3,209.75,951660,200376861.7,10-OCT-2017,17925,INE821I01014
ITC,267.1,267.9,265.15,266.2,265.95,268,5472538,1459972540.3,10-OCT-2017,59627,INE154A01025
IBULHSGFIN,1280,1287.7,1247.2,1260.4,1257.5,1281.9,2069965,2605582494.95,11-OCT-2017,62709,INE148I01020
ICICIBANK,271.1,272,266.2,267.6,267.1,269.8,12687990,3415953627.6,11-OCT-2017,151980,INE090A01021
ICICIPRULI,410,414.8,402,403.85,403.85,408.15,1018584,417711696.75,11-OCT-2017,16688,INE726G01019
IDBI,53.3,53.95,51.55,51.85,51.75,53.25,2181617,115281954.15,11-OCT-2017,9030,INE008A01015
IDEA,74.1,76,72.5,73.2,72.65,72.95,10042429,746754904.55,11-OCT-2017,34745,INE669E01016
IDFC,64.3,66.1,63.3,63.9,63.65,64.1,19575273,1269003704.85,11-OCT-2017,24993,INE043D01016
IDFCBANK,59.4,59.8,57.1,57.95,57.6,59.05,7473148,438056005.55,11-OCT-2017,23693,INE092T01019
IGL,1514,1541.8,1490.1,1520.25,1516.45,1487.1,1601249,2442517252.6,11-OCT-2017,50054,INE203G01019
INDIACEM,183.8,186.3,174.85,177.3,177.05,183.65,4664610,844620086.3,11-OCT-2017,33643,INE383A01012
INDIANB,276.8,281.55,269,270.75,270.4,276.55,711436,196900250.4,11-OCT-2017,15752,INE562A01011
INDIGO,1129.95,1142,1099.3,1109.05,1105.25,1116.8,826884,935538585.9,11-OCT-2017,29741,INE646L01027
INDUSINDBK,1728.2,1741.85,1707.05,1717.25,1716,1725.15,1073174,1855058094.35,11-OCT-2017,38021,INE095A01012
